Date,Record,Group,Tier,Range,IPA Target,IPA Actual,Alignment,Result,filename,Query Source,Analysis,Phase,Language,Participant,Speaker,Probe,Probe Type,IPA Alignment,Tiers,Notes,Orthography,IPA Target Words,IPA Actual Words,IPA Alignment Words,Accuracy
2020-10-21,1,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(1...2) ↔ (0...1); (0...4), (0...5), (0...4), (0...15), (0...19)",d,d,d:O↔d:O,"d ↔ d; dedo, ˈdedo, dedo, d↔d,e↔e,d↔d,o↔o, LC di KR /ə/--> /e/",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,d ↔ d,"dedo, ˈdedo, dedo, d↔d,e↔e,d↔d,o↔o, LC di KR /ə/--> /e/",LC di KR /ə/--> /e/,dedo,ˈdedo,dedo,"d↔d,e↔e,d↔d,o↔o",1.0
2020-10-21,1,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(3...4) ↔ (2...3); (0...4), (0...5), (0...4), (0...15), (0...19)",d,d,d:O↔d:O,"d ↔ d; dedo, ˈdedo, dedo, d↔d,e↔e,d↔d,o↔o, LC di KR /ə/--> /e/",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,d ↔ d,"dedo, ˈdedo, dedo, d↔d,e↔e,d↔d,o↔o, LC di KR /ə/--> /e/",LC di KR /ə/--> /e/,dedo,ˈdedo,dedo,"d↔d,e↔e,d↔d,o↔o",1.0
2020-10-21,2,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(1...2) ↔ (0...1); (0...4), (0...5), (0...4), (0...15), (0...70)",k,k,k:O↔k:O,"k ↔ k; caja, ˈkaxa, kaxa, k↔k,a↔a,x↔x,a↔a, LC di (clinician interuption), CL: English influence on first stop VOT",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,k ↔ k,"caja, ˈkaxa, kaxa, k↔k,a↔a,x↔x,a↔a, LC di (clinician interuption), CL: English influence on first stop VOT","LC di (clinician interuption), CL: English influence on first stop VOT",caja,ˈkaxa,kaxa,"k↔k,a↔a,x↔x,a↔a",1.0
2020-10-21,2,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(3...4) ↔ (2...3); (0...4), (0...5), (0...4), (0...15), (0...70)",x,x,x:O↔x:O,"x ↔ x; caja, ˈkaxa, kaxa, k↔k,a↔a,x↔x,a↔a, LC di (clinician interuption), CL: English influence on first stop VOT",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,x ↔ x,"caja, ˈkaxa, kaxa, k↔k,a↔a,x↔x,a↔a, LC di (clinician interuption), CL: English influence on first stop VOT","LC di (clinician interuption), CL: English influence on first stop VOT",caja,ˈkaxa,kaxa,"k↔k,a↔a,x↔x,a↔a",1.0
2020-10-21,3,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(1...2) ↔ (0...1); (0...6), (0...7), (0...6), (0...23), (0...0)",f,f,f:O↔f:O,"f ↔ f; fuerte, ˈfweɾte, fweɾte, f↔f,w↔w,e↔e,ɾ↔ɾ,t↔t,e↔e, ∅",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,f ↔ f,"fuerte, ˈfweɾte, fweɾte, f↔f,w↔w,e↔e,ɾ↔ɾ,t↔t,e↔e, ∅",∅,fuerte,ˈfweɾte,fweɾte,"f↔f,w↔w,e↔e,ɾ↔ɾ,t↔t,e↔e",1.0
2020-10-21,3,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(2...3) ↔ (1...2); (0...6), (0...7), (0...6), (0...23), (0...0)",w,w,w:O↔w:O,"w ↔ w; fuerte, ˈfweɾte, fweɾte, f↔f,w↔w,e↔e,ɾ↔ɾ,t↔t,e↔e, ∅",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,w ↔ w,"fuerte, ˈfweɾte, fweɾte, f↔f,w↔w,e↔e,ɾ↔ɾ,t↔t,e↔e, ∅",∅,fuerte,ˈfweɾte,fweɾte,"f↔f,w↔w,e↔e,ɾ↔ɾ,t↔t,e↔e",1.0
2020-10-21,3,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(4...5) ↔ (3...4); (0...6), (0...7), (0...6), (0...23), (0...0)",ɾ,ɾ,ɾ:C↔ɾ:C,"ɾ ↔ ɾ; fuerte, ˈfweɾte, fweɾte, f↔f,w↔w,e↔e,ɾ↔ɾ,t↔t,e↔e, ∅",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,ɾ ↔ ɾ,"fuerte, ˈfweɾte, fweɾte, f↔f,w↔w,e↔e,ɾ↔ɾ,t↔t,e↔e, ∅",∅,fuerte,ˈfweɾte,fweɾte,"f↔f,w↔w,e↔e,ɾ↔ɾ,t↔t,e↔e",1.0
2020-10-21,3,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(5...6) ↔ (4...5); (0...6), (0...7), (0...6), (0...23), (0...0)",t,t,t:O↔t:O,"t ↔ t; fuerte, ˈfweɾte, fweɾte, f↔f,w↔w,e↔e,ɾ↔ɾ,t↔t,e↔e, ∅",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,t ↔ t,"fuerte, ˈfweɾte, fweɾte, f↔f,w↔w,e↔e,ɾ↔ɾ,t↔t,e↔e, ∅",∅,fuerte,ˈfweɾte,fweɾte,"f↔f,w↔w,e↔e,ɾ↔ɾ,t↔t,e↔e",1.0
2020-10-21,4,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(0...1) ↔ (0...1); (0...9), (0...9), (0...8), (0...31), (0...6)",k,k,k:O↔k:O,"k ↔ k; corriendo, koˈrjendo, korjendo, k↔k,o↔o,r↔r,j↔j,e↔e,n↔n,d↔d,o↔o, LC di ",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,k ↔ k,"corriendo, koˈrjendo, korjendo, k↔k,o↔o,r↔r,j↔j,e↔e,n↔n,d↔d,o↔o, LC di",LC di ,corriendo,koˈrjendo,korjendo,"k↔k,o↔o,r↔r,j↔j,e↔e,n↔n,d↔d,o↔o",1.0
2020-10-21,4,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(3...4) ↔ (2...3); (0...9), (0...9), (0...8), (0...31), (0...6)",r,r,r:O↔r:O,"r ↔ r; corriendo, koˈrjendo, korjendo, k↔k,o↔o,r↔r,j↔j,e↔e,n↔n,d↔d,o↔o, LC di ",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,r ↔ r,"corriendo, koˈrjendo, korjendo, k↔k,o↔o,r↔r,j↔j,e↔e,n↔n,d↔d,o↔o, LC di",LC di ,corriendo,koˈrjendo,korjendo,"k↔k,o↔o,r↔r,j↔j,e↔e,n↔n,d↔d,o↔o",1.0
2020-10-21,4,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(4...5) ↔ (3...4); (0...9), (0...9), (0...8), (0...31), (0...6)",j,j,j:O↔j:O,"j ↔ j; corriendo, koˈrjendo, korjendo, k↔k,o↔o,r↔r,j↔j,e↔e,n↔n,d↔d,o↔o, LC di ",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,j ↔ j,"corriendo, koˈrjendo, korjendo, k↔k,o↔o,r↔r,j↔j,e↔e,n↔n,d↔d,o↔o, LC di",LC di ,corriendo,koˈrjendo,korjendo,"k↔k,o↔o,r↔r,j↔j,e↔e,n↔n,d↔d,o↔o",1.0
2020-10-21,4,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(6...7) ↔ (5...6); (0...9), (0...9), (0...8), (0...31), (0...6)",n,n,n:C↔n:C,"n ↔ n; corriendo, koˈrjendo, korjendo, k↔k,o↔o,r↔r,j↔j,e↔e,n↔n,d↔d,o↔o, LC di ",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,n ↔ n,"corriendo, koˈrjendo, korjendo, k↔k,o↔o,r↔r,j↔j,e↔e,n↔n,d↔d,o↔o, LC di",LC di ,corriendo,koˈrjendo,korjendo,"k↔k,o↔o,r↔r,j↔j,e↔e,n↔n,d↔d,o↔o",1.0
2020-10-21,4,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(7...8) ↔ (6...7); (0...9), (0...9), (0...8), (0...31), (0...6)",d,d,d:O↔d:O,"d ↔ d; corriendo, koˈrjendo, korjendo, k↔k,o↔o,r↔r,j↔j,e↔e,n↔n,d↔d,o↔o, LC di ",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,d ↔ d,"corriendo, koˈrjendo, korjendo, k↔k,o↔o,r↔r,j↔j,e↔e,n↔n,d↔d,o↔o, LC di",LC di ,corriendo,koˈrjendo,korjendo,"k↔k,o↔o,r↔r,j↔j,e↔e,n↔n,d↔d,o↔o",1.0
2020-10-21,5,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(1...2) ↔ (0...1); (0...6), (0...6), (0...6), (0...27), (0...9)",p,p,p:O↔p:O,"p ↔ p; puerro, ˈpwero, peɾdum, p↔p,w↔∅,e↔e,r↔ɾ,∅↔d,o↔u,∅↔m, LC di 2/2",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,p ↔ p,"puerro, ˈpwero, peɾdum, p↔p,w↔∅,e↔e,r↔ɾ,∅↔d,o↔u,∅↔m, LC di 2/2",LC di 2/2,puerro,ˈpwero,peɾdum,"p↔p,w↔∅,e↔e,r↔ɾ,∅↔d,o↔u,∅↔m",1.0
2020-10-21,5,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(2...3) ↔ (0...0); (0...6), (0...6), (0...6), (0...27), (0...9)",w,,w:O↔∅,"w ↔ ∅; puerro, ˈpwero, peɾdum, p↔p,w↔∅,e↔e,r↔ɾ,∅↔d,o↔u,∅↔m, LC di 2/2",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,w ↔ ∅,"puerro, ˈpwero, peɾdum, p↔p,w↔∅,e↔e,r↔ɾ,∅↔d,o↔u,∅↔m, LC di 2/2",LC di 2/2,puerro,ˈpwero,peɾdum,"p↔p,w↔∅,e↔e,r↔ɾ,∅↔d,o↔u,∅↔m",0.0
2020-10-21,5,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(4...5) ↔ (2...3); (0...6), (0...6), (0...6), (0...27), (0...9)",r,ɾ,r:O↔ɾ:C,"r ↔ ɾ; puerro, ˈpwero, peɾdum, p↔p,w↔∅,e↔e,r↔ɾ,∅↔d,o↔u,∅↔m, LC di 2/2",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,r ↔ ɾ,"puerro, ˈpwero, peɾdum, p↔p,w↔∅,e↔e,r↔ɾ,∅↔d,o↔u,∅↔m, LC di 2/2",LC di 2/2,puerro,ˈpwero,peɾdum,"p↔p,w↔∅,e↔e,r↔ɾ,∅↔d,o↔u,∅↔m",0.7058823529411765
2020-10-21,6,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(0...1) ↔ (0...1); (0...8), (0...9), (0...8), (0...31), (0...20)",ɡ,k,ɡ:O↔k:O,"ɡ ↔ k; gasolina, ɡasoˈlina, kasolina, ɡ↔k,a↔a,s↔s,o↔o,l↔l,i↔i,n↔n,a↔a, LC  di (interuption)",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,ɡ ↔ k,"gasolina, ɡasoˈlina, kasolina, ɡ↔k,a↔a,s↔s,o↔o,l↔l,i↔i,n↔n,a↔a, LC  di (interuption)",LC  di (interuption),gasolina,ɡasoˈlina,kasolina,"ɡ↔k,a↔a,s↔s,o↔o,l↔l,i↔i,n↔n,a↔a",0.6470588235294118
2020-10-21,6,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(2...3) ↔ (2...3); (0...8), (0...9), (0...8), (0...31), (0...20)",s,s,s:O↔s:O,"s ↔ s; gasolina, ɡasoˈlina, kasolina, ɡ↔k,a↔a,s↔s,o↔o,l↔l,i↔i,n↔n,a↔a, LC  di (interuption)",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,s ↔ s,"gasolina, ɡasoˈlina, kasolina, ɡ↔k,a↔a,s↔s,o↔o,l↔l,i↔i,n↔n,a↔a, LC  di (interuption)",LC  di (interuption),gasolina,ɡasoˈlina,kasolina,"ɡ↔k,a↔a,s↔s,o↔o,l↔l,i↔i,n↔n,a↔a",1.0
2020-10-21,6,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(5...6) ↔ (4...5); (0...8), (0...9), (0...8), (0...31), (0...20)",l,l,l:O↔l:O,"l ↔ l; gasolina, ɡasoˈlina, kasolina, ɡ↔k,a↔a,s↔s,o↔o,l↔l,i↔i,n↔n,a↔a, LC  di (interuption)",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,l ↔ l,"gasolina, ɡasoˈlina, kasolina, ɡ↔k,a↔a,s↔s,o↔o,l↔l,i↔i,n↔n,a↔a, LC  di (interuption)",LC  di (interuption),gasolina,ɡasoˈlina,kasolina,"ɡ↔k,a↔a,s↔s,o↔o,l↔l,i↔i,n↔n,a↔a",1.0
2020-10-21,6,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(7...8) ↔ (6...7); (0...8), (0...9), (0...8), (0...31), (0...20)",n,n,n:O↔n:O,"n ↔ n; gasolina, ɡasoˈlina, kasolina, ɡ↔k,a↔a,s↔s,o↔o,l↔l,i↔i,n↔n,a↔a, LC  di (interuption)",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,n ↔ n,"gasolina, ɡasoˈlina, kasolina, ɡ↔k,a↔a,s↔s,o↔o,l↔l,i↔i,n↔n,a↔a, LC  di (interuption)",LC  di (interuption),gasolina,ɡasoˈlina,kasolina,"ɡ↔k,a↔a,s↔s,o↔o,l↔l,i↔i,n↔n,a↔a",1.0
2020-10-21,7,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(1...2) ↔ (0...1); (0...6), (0...7), (0...5), (0...23), (0...9)",p,p,p:O↔p:O,"p ↔ p; prende, ˈpɾende, pende, p↔p,ɾ↔∅,e↔e,n↔n,d↔d,e↔e, LC 2/2 di",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,p ↔ p,"prende, ˈpɾende, pende, p↔p,ɾ↔∅,e↔e,n↔n,d↔d,e↔e, LC 2/2 di",LC 2/2 di,prende,ˈpɾende,pende,"p↔p,ɾ↔∅,e↔e,n↔n,d↔d,e↔e",1.0
2020-10-21,7,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(2...3) ↔ (0...0); (0...6), (0...7), (0...5), (0...23), (0...9)",ɾ,,ɾ:O↔∅,"ɾ ↔ ∅; prende, ˈpɾende, pende, p↔p,ɾ↔∅,e↔e,n↔n,d↔d,e↔e, LC 2/2 di",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,ɾ ↔ ∅,"prende, ˈpɾende, pende, p↔p,ɾ↔∅,e↔e,n↔n,d↔d,e↔e, LC 2/2 di",LC 2/2 di,prende,ˈpɾende,pende,"p↔p,ɾ↔∅,e↔e,n↔n,d↔d,e↔e",0.0
2020-10-21,7,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(4...5) ↔ (2...3); (0...6), (0...7), (0...5), (0...23), (0...9)",n,n,n:C↔n:C,"n ↔ n; prende, ˈpɾende, pende, p↔p,ɾ↔∅,e↔e,n↔n,d↔d,e↔e, LC 2/2 di",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,n ↔ n,"prende, ˈpɾende, pende, p↔p,ɾ↔∅,e↔e,n↔n,d↔d,e↔e, LC 2/2 di",LC 2/2 di,prende,ˈpɾende,pende,"p↔p,ɾ↔∅,e↔e,n↔n,d↔d,e↔e",1.0
2020-10-21,7,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(5...6) ↔ (3...4); (0...6), (0...7), (0...5), (0...23), (0...9)",d,d,d:O↔d:O,"d ↔ d; prende, ˈpɾende, pende, p↔p,ɾ↔∅,e↔e,n↔n,d↔d,e↔e, LC 2/2 di",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,d ↔ d,"prende, ˈpɾende, pende, p↔p,ɾ↔∅,e↔e,n↔n,d↔d,e↔e, LC 2/2 di",LC 2/2 di,prende,ˈpɾende,pende,"p↔p,ɾ↔∅,e↔e,n↔n,d↔d,e↔e",1.0
2020-10-21,8,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(1...2) ↔ (0...1); (0...6), (0...7), (0...5), (0...23), (0...64)",m,m,m:O↔m:O,"m ↔ m; muerde, ˈmweɾde, meɾde, m↔m,w↔∅,e↔e,ɾ↔ɾ,d↔d,e↔e, LC di KR no /ʝ/ and /ɾ/ instead of /r/--> /meɾde/, CL: English R",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,m ↔ m,"muerde, ˈmweɾde, meɾde, m↔m,w↔∅,e↔e,ɾ↔ɾ,d↔d,e↔e, LC di KR no /ʝ/ and /ɾ/ instead of /r/--> /meɾde/, CL: English R","LC di KR no /ʝ/ and /ɾ/ instead of /r/--> /meɾde/, CL: English R",muerde,ˈmweɾde,meɾde,"m↔m,w↔∅,e↔e,ɾ↔ɾ,d↔d,e↔e",1.0
2020-10-21,8,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(2...3) ↔ (0...0); (0...6), (0...7), (0...5), (0...23), (0...64)",w,,w:O↔∅,"w ↔ ∅; muerde, ˈmweɾde, meɾde, m↔m,w↔∅,e↔e,ɾ↔ɾ,d↔d,e↔e, LC di KR no /ʝ/ and /ɾ/ instead of /r/--> /meɾde/, CL: English R",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,w ↔ ∅,"muerde, ˈmweɾde, meɾde, m↔m,w↔∅,e↔e,ɾ↔ɾ,d↔d,e↔e, LC di KR no /ʝ/ and /ɾ/ instead of /r/--> /meɾde/, CL: English R","LC di KR no /ʝ/ and /ɾ/ instead of /r/--> /meɾde/, CL: English R",muerde,ˈmweɾde,meɾde,"m↔m,w↔∅,e↔e,ɾ↔ɾ,d↔d,e↔e",0.0
2020-10-21,8,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(4...5) ↔ (2...3); (0...6), (0...7), (0...5), (0...23), (0...64)",ɾ,ɾ,ɾ:C↔ɾ:C,"ɾ ↔ ɾ; muerde, ˈmweɾde, meɾde, m↔m,w↔∅,e↔e,ɾ↔ɾ,d↔d,e↔e, LC di KR no /ʝ/ and /ɾ/ instead of /r/--> /meɾde/, CL: English R",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,ɾ ↔ ɾ,"muerde, ˈmweɾde, meɾde, m↔m,w↔∅,e↔e,ɾ↔ɾ,d↔d,e↔e, LC di KR no /ʝ/ and /ɾ/ instead of /r/--> /meɾde/, CL: English R","LC di KR no /ʝ/ and /ɾ/ instead of /r/--> /meɾde/, CL: English R",muerde,ˈmweɾde,meɾde,"m↔m,w↔∅,e↔e,ɾ↔ɾ,d↔d,e↔e",1.0
2020-10-21,8,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(5...6) ↔ (3...4); (0...6), (0...7), (0...5), (0...23), (0...64)",d,d,d:O↔d:O,"d ↔ d; muerde, ˈmweɾde, meɾde, m↔m,w↔∅,e↔e,ɾ↔ɾ,d↔d,e↔e, LC di KR no /ʝ/ and /ɾ/ instead of /r/--> /meɾde/, CL: English R",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,d ↔ d,"muerde, ˈmweɾde, meɾde, m↔m,w↔∅,e↔e,ɾ↔ɾ,d↔d,e↔e, LC di KR no /ʝ/ and /ɾ/ instead of /r/--> /meɾde/, CL: English R","LC di KR no /ʝ/ and /ɾ/ instead of /r/--> /meɾde/, CL: English R",muerde,ˈmweɾde,meɾde,"m↔m,w↔∅,e↔e,ɾ↔ɾ,d↔d,e↔e",1.0
2020-10-21,9,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(0...1) ↔ (0...1); (0...4), (0...4), (0...4), (0...15), (0...12)",n,n,n:O↔n:O,"n ↔ n; nuez, nwes, nweʪ, n↔n,w↔w,e↔e,s↔ʪ, LC di, noise",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,n ↔ n,"nuez, nwes, nweʪ, n↔n,w↔w,e↔e,s↔ʪ, LC di, noise","LC di, noise",nuez,nwes,nweʪ,"n↔n,w↔w,e↔e,s↔ʪ",1.0
2020-10-21,9,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(1...2) ↔ (1...2); (0...4), (0...4), (0...4), (0...15), (0...12)",w,w,w:O↔w:O,"w ↔ w; nuez, nwes, nweʪ, n↔n,w↔w,e↔e,s↔ʪ, LC di, noise",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,w ↔ w,"nuez, nwes, nweʪ, n↔n,w↔w,e↔e,s↔ʪ, LC di, noise","LC di, noise",nuez,nwes,nweʪ,"n↔n,w↔w,e↔e,s↔ʪ",1.0
2020-10-21,9,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(3...4) ↔ (3...4); (0...4), (0...4), (0...4), (0...15), (0...12)",s,ʪ,s:C↔ʪ:C,"s ↔ ʪ; nuez, nwes, nweʪ, n↔n,w↔w,e↔e,s↔ʪ, LC di, noise",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,s ↔ ʪ,"nuez, nwes, nweʪ, n↔n,w↔w,e↔e,s↔ʪ, LC di, noise","LC di, noise",nuez,nwes,nweʪ,"n↔n,w↔w,e↔e,s↔ʪ",0.7058823529411765
2020-10-21,10,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(1...2) ↔ (0...1); (0...6), (0...7), (0...5), (0...23), (0...6)",ɡ,ɡ,ɡ:O↔g:O,"ɡ ↔ g; grande, ˈɡɾande, gande, ɡ↔g,ɾ↔∅,a↔a,n↔n,d↔d,e↔e, LC di ",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,ɡ ↔ g,"grande, ˈɡɾande, gande, ɡ↔g,ɾ↔∅,a↔a,n↔n,d↔d,e↔e, LC di",LC di ,grande,ˈɡɾande,gande,"ɡ↔g,ɾ↔∅,a↔a,n↔n,d↔d,e↔e",1.0
2020-10-21,10,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(2...3) ↔ (0...0); (0...6), (0...7), (0...5), (0...23), (0...6)",ɾ,,ɾ:O↔∅,"ɾ ↔ ∅; grande, ˈɡɾande, gande, ɡ↔g,ɾ↔∅,a↔a,n↔n,d↔d,e↔e, LC di ",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,ɾ ↔ ∅,"grande, ˈɡɾande, gande, ɡ↔g,ɾ↔∅,a↔a,n↔n,d↔d,e↔e, LC di",LC di ,grande,ˈɡɾande,gande,"ɡ↔g,ɾ↔∅,a↔a,n↔n,d↔d,e↔e",0.0
2020-10-21,10,1,"IPA Target ↔ IPA Actual; Orthography (Group), IPA Target (Group), IPA Actual (Group), Alignment (Group), Notes (Group)","(4...5) ↔ (2...3); (0...6), (0...7), (0...5), (0...23), (0...6)",n,n,n:C↔n:C,"n ↔ n; grande, ˈɡɾande, gande, ɡ↔g,ɾ↔∅,a↔a,n↔n,d↔d,e↔e, LC di ",S401.S401_EFE-A_Pre_05_20_2024.csv,Queries_Target_v2,Consonants,Pre,Spanish,S401,S401,EFE-A,Pre,n ↔ n,"grande, ˈɡɾande, gande, ɡ↔g,ɾ↔∅,a↔a,n↔n,d↔d,e↔e, LC di",LC di ,grande,ˈɡɾande,gande,"ɡ↔g,ɾ↔∅,a↔a,n↔n,d↔d,e↔e",1.0
